NumPage,NumLot,MarkerNew,LotName,ShopRating,CountReviews,Born(mm/yyyy),ODO km,PriceEur,NetPriceEur,href
14,10,-,Mercedes-Benz GLC 220 d 4M Exclusive +AHK+Navi+LED+360°+AMG+,4.9 ,14,01/2018,94500,33970,28546,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-AHK-Navi/vhc:car,pgn:14,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/344718221.html"
15,1,-,Mercedes-Benz GLC 220 d 4M Exclusive,4.8 ,173,05/2017,84926,33979,28554,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/349676601.html"
15,2,-,Mercedes-Benz GLC 220 d 4Matic AHK,4.5 ,98,09/2018,98000,33990,28563,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4Matic/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351706689.html"
15,3,-,Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC Exclusive,0,0,03/2018,90000,33990,33990,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4Matic-9G-TRONIC/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351660894.html"
15,4,-,Mercedes-Benz GLC 220 d 4Matic Excl NAVI LED PDC KAM E-KLAP,4.7 ,21,04/2017,50656,33990,33990,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4Matic-Excl-NAVI-LED/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350180404.html"
15,5,-,Mercedes-Benz GLC220d 4M LED NAVI AHK KAMERA KLIMAAUT ,4.5 ,12,05/2017,68954,33990,33990,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC220d-4M-LED-NAVI-AHK-KAMERA/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/347032408.html"
15,6,Новое,Mercedes-Benz GLC 220 d 4M Exclusive Navi Kamera Distro LED,4.4 ,37,07/2017,83767,33990,28563,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-Navi/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351737456.html"
15,7,Новое,Mercedes-Benz GLC 220 d 4M Exclusive Navi Kamera Distro LED,4.6 ,41,07/2017,83767,33990,28563,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-Navi/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351736968.html"
15,8,-,Mercedes-Benz GLC 220 d 4M Exclusive Navi Kamera Distro LED,4.1 ,24,07/2017,83767,33990,28563,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-Navi/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351683713.html"
15,9,-,Mercedes-Benz GLC 220d 4Matic*Headup*LED*Kam360*AHK*TOP,4.1 ,15,02/2018,99921,33991,28564,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220d-4Matic-Headup-LED/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350773860.html"
15,10,-,Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC AMG Line,0,0,01/2018,110000,33999,33999,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4Matic-9G-TRONIC-AMG/vhc:car,pgn:15,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351110772.html"
16,1,-,Mercedes-Benz GLC 220 d 4MATIC Business Solution | NAVI | kame,4.6 ,26,06/2018,45347,34104,34104,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-Business/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/344889271.html"
16,2,-,Mercedes-Benz GLC 220 d 4M Exclusive AHK Navi SHZ Einparkh. Pa,4.5 ,46,11/2018,49750,34290,28815,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-AHK-Navi/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/349806625.html"
16,3,-,Mercedes-Benz GLC 220 d 4M Burmester/Distronic/AHK/LED/Kamera,4.7 ,12,03/2019,88500,34350,28866,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Burmester/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351352113.html"
16,4,-,Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC,0,0,06/2018,98000,34400,34400,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4Matic-9G-TRONIC/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351056738.html"
16,5,-,Mercedes-Benz GLC 220 d 4MATIC Exclusive / NAVI,4.6 ,59,05/2018,66298,34490,34490,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-Exclusive-NAVI/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/342175995.html"
16,6,Новое,Mercedes-Benz GLC 220 d 4MATIC AHK*FAP*RKam*LED*eHeck*Navi*DAB,4.7 ,128,09/2018,66400,34650,34650,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-AHK-FAP-RKam/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351815313.html"
16,7,-,Mercedes-Benz GLC 220d 4Matic Off-Road LED Leder in Beige NAVI,4.3 ,63,05/2017,48965,34700,29160,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220d-4Matic-Off-Road-LED/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/346486501.html"
16,8,-,Mercedes-Benz GLC 220 d AMG Line 4Matic AHK 360° HuD LED Navi,4.5 ,28,08/2018,84807,34719,29176,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-AMG-Line-4Matic-AHK/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/346560004.html"
16,9,-,Mercedes-Benz GLC 220 d 4M Exclusive Comand AHK LED SHZ,4.6 ,6,01/2019,84700,34725,29181,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-Comand/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351316851.html"
16,10,-,Mercedes-Benz GLC 220 d 4MATIC EXCL*AHK*COM*DISTR+*STHZG*R-KAM,4.7 ,18,03/2018,95840,34750,29202,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-EXCL-AHK-COM/vhc:car,pgn:16,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/331627913.html"
17,1,Новое,Mercedes-Benz GLC 220 d 4M AMG /LED/Park Assist/AHK/NAVI/,4.5 ,48,01/2019,117317,34790,29235,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-AMG-LED-Park/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351778955.html"
17,2,-,Mercedes-Benz GLC 220 d 4M Exclusive Navi LED Kamera SHZ Tempo,4.4 ,37,05/2018,83399,34790,29235,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-Navi-LED/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350702552.html"
17,3,-,Mercedes-Benz GLC 220 d 4M Exclusive Navi LED Kamera SHZ Tempo,4.6 ,41,05/2018,83399,34790,29235,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-Navi-LED/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350657496.html"
17,4,-,Mercedes-Benz GLC 220 d 4MATIC EXCLUSIVE AHK+LED+PANORAMADACH+,4.5 ,6,01/2017,88000,34790,34790,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-EXCLUSIVE-AHK/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/345678242.html"
17,5,-,Mercedes-Benz GLC 220 d 4M AHK LED Memory Navi PDC,4.3 ,19,05/2019,97766,34880,29311,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-AHK-LED-Memory/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/349074959.html"
17,6,-,Mercedes-Benz GLC 220d 4Matic Exclusive Line LED Navi Kamera,4.3 ,69,12/2017,59865,34880,29311,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220d-4Matic-Exclusive-Line/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351404770.html"
17,7,-,Mercedes-Benz GLC 220 d 4MATIC LED+AHK+Standhz+Kamera+Navi+PDC,4.6 ,20,04/2017,98000,34889,29318,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-LED-AHK/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/339002741.html"
17,8,Новое,Mercedes-Benz GLC 220 d 4M Offroad Kamera Navi Sitzh Sitzkomf,4.3 ,26,07/2019,44379,34890,29319,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Offroad-Kamera/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351818610.html"
17,9,Новое,Mercedes-Benz GLC 220 d 4M LED Kamera Navi Sitzh Temp PTS,4.2 ,69,07/2019,59628,34890,29319,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-LED-Kamera-Navi/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351752519.html"
17,10,-,Mercedes-Benz GLC 220 d 4M Exclusive+Night+Navi+AHK+Pano+Totw.,4.8 ,14,08/2017,66800,34899,34899,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-Night/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/340067421.html"
18,1,Новое,Mercedes-Benz MERZEDES BENZ  GLC 220 d 4 M AMG,0,0,11/2018,42000,34900,34900,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-MERZEDES-BENZ-GLC-220-d-4-M-AMG/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351810241.html"
18,2,Новое,Mercedes-Benz GLC 220d 4MATIC Aut. *Comand*Panorama*Nightpa...,4.7 ,29,04/2018,76000,34900,34900,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220d-4MATIC-Aut.-Comand/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351809360.html"
18,3,-,Mercedes-Benz GLC 220 d Exclusive LED Navi KeyL AHK RCam el.He,4.8 ,246,11/2018,47000,34900,29328,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-Exclusive-LED-Navi/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351582791.html"
18,4,-,Mercedes-Benz Mercedes-Benz GLC  220 d 4Matic Sport,0,0,09/2018,101284,34900,34900,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-Mercedes-Benz-GLC-220-d-4Matic/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351550308.html"
18,5,-,Mercedes-Benz Mercedes-Benz GLC  220 D AUTOMATIC 4MATIC SPORT ,0,0,03/2019,106800,34900,34900,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-Mercedes-Benz-GLC-220-D/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351549868.html"
18,6,-,Mercedes-Benz GLC 220 d * LEDER * NAVI * 18 ZOLL * 1.HAND,5 ,59,10/2018,88000,34900,29328,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-LEDER-NAVI-18-ZOLL/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351465535.html"
18,7,-,Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC Exclusive,4.8 ,34,07/2018,78500,34900,34900,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4Matic-9G-TRONIC/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350723068.html"
18,8,-,Mercedes-Benz GLC 220d 4M Navi,4.4 ,132,04/2019,75715,34900,29328,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220d-4M/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351320151.html"
18,9,-,Mercedes-Benz GLC 220d 4Mat 9G NAVI Rfkam Park/Spiegel Paket,4.9 ,107,08/2018,103000,34910,34910,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220d-4Mat-9G-NAVI-Rfkam/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350866238.html"
18,10,-,Mercedes-Benz MERCEDES-BENZ GLC 220 d 4Matic Sport - CONSEGNA ,0,0,05/2018,89920,34949,34949,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-MERCEDES-BENZ-GLC-220-d-4Matic/vhc:car,pgn:18,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350687648.html"
19,1,-,Mercedes-Benz GLC 220 GLC -Klasse GLC 220 d 4Matic,5 ,5,07/2017,80000,34950,34950,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-GLC-Klasse-GLC-220-d/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351198089.html"
19,2,-,Mercedes-Benz GLC 220 d 4M Exclusive / LED / AHK / Navi u.v.m.,4.7 ,26,01/2018,65682,34969,29386,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-Exclusive-LED-AHK/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350359525.html"
19,3,Новое,"Mercedes-Benz GLC 220 d 4M AMG  Comand AHK LED Easy-Pack 19""LM",4.9 ,97,02/2018,118348,34980,29395,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-AMG-Comand-AHK-LED/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351835100.html"
19,4,-,Mercedes-Benz GLC 220 d 4M +DISTRONIC + STANDHZG+ COMAND + LED,4.7 ,34,07/2018,91400,34980,29395,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-DISTRONIC-STANDHZG/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350872384.html"
19,5,-,Mercedes-Benz GLC 220 d 4MATIC Exclusive+LED+Kamera+Navi+PDC,3 ,1,11/2017,63800,34980,34980,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-Exclusive-LED/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/349130414.html"
19,6,-,Mercedes-Benz GLC 220 d 4-Matic 9G-Tronic ,4.4 ,14,10/2017,65682,34980,29395,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4-Matic-9G-Tronic/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/339377328.html"
19,7,-,Mercedes-Benz GLC 220 d 4MATIC NAVI*AUTOMATIK*KLIMA*LED*SHZ BC,5 ,3,01/2018,56500,34989,29403,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-NAVI-AUTOMATIK/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/337438014.html"
19,8,-,Mercedes-Benz GLC 220 d 4M- BusiPlUS Navi LED SHZ,4.3 ,261,08/2019,49716,34990,29403,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-BusiPlUS-Navi-LED/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/351041078.html"
19,9,-,Mercedes-Benz GLC 220 d 4MATIC EXCLUSIVE Exterieur/Navi/LED,4.8 ,7,08/2017,85800,34990,29403,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4MATIC-EXCLUSIVE/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350852274.html"
19,10,-,Mercedes-Benz GLC 220 d 4Matic 9G-LED  NAVI ST-HZ AHK PDC KAM,4.7 ,21,07/2018,110990,34990,29403,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4Matic-9G-LED-NAVI-ST/vhc:car,pgn:19,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/350720153.html"
20,1,-,Mercedes-Benz GLC 220 d 4M AMG Distr. LED Navi Spurhalt-Ass 9G,4.4 ,38,07/2018,67449,34990,29403,"https://www.mobile.de/ru/%D0%90%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/Mercedes-Benz-GLC-220-d-4M-AMG-Distr.-LED/vhc:car,pgn:20,pgs:10,srt:price,sro:asc,ms1:17200_253_d,frn:2017,frx:2019,ful:hybrid_diesel!diesel!lpg,mlx:125000/pg:vipcar/349525816.html"
